key	province	short_of_province	quarter	gdp
河南省_2014C	河南省	河南	2014C	25445.43
河南省_2014D	河南省	河南	2014D	34939.38
河南省_2015A	河南省	河南	2015A	7720.21
河南省_2015B	河南省	河南	2015B	16736.55
河南省_2015C	河南省	河南	2015C	26927.01
河南省_2015D	河南省	河南	2015D	37010.25
河南省_2016A	河南省	河南	2016A	8284.26
河南省_2016B	河南省	河南	2016B	17954.9
河南省_2016C	河南省	河南	2016C	28840.57
河南省_2016D	河南省	河南	2016D	40160.01
河南省_2017A	河南省	河南	2017A	9392.22
河南省_2017B	河南省	河南	2017B	20307.72
河南省_2017C	河南省	河南	2017C	32896.69
河南省_2017D	河南省	河南	2017D	44988.16
河南省_2018A	河南省	河南	2018A	10611
河南省_2018B	河南省	河南	2018B	22244.51
河南省_2018C	河南省	河南	2018C	35537.4
黑龙江省_2005A	黑龙江省	黑龙江	2005A	1074.41
黑龙江省_2005B	黑龙江省	黑龙江	2005B	2351.27
黑龙江省_2005C	黑龙江省	黑龙江	2005C	3844.1
黑龙江省_2005D	黑龙江省	黑龙江	2005D	5510
黑龙江省_2006A	黑龙江省	黑龙江	2006A	1197
黑龙江省_2006B	黑龙江省	黑龙江	2006B	2575
黑龙江省_2006C	黑龙江省	黑龙江	2006C	4049
黑龙江省_2006D	黑龙江省	黑龙江	2006D	6216.8
黑龙江省_2007A	黑龙江省	黑龙江	2007A	1353
黑龙江省_2007B	黑龙江省	黑龙江	2007B	2927
黑龙江省_2007C	黑龙江省	黑龙江	2007C	4547
黑龙江省_2007D	黑龙江省	黑龙江	2007D	7077.2
黑龙江省_2008A	黑龙江省	黑龙江	2008A	1557
黑龙江省_2008B	黑龙江省	黑龙江	2008B	3414
黑龙江省_2008C	黑龙江省	黑龙江	2008C	5351
黑龙江省_2008D	黑龙江省	黑龙江	2008D	8310
黑龙江省_2009A	黑龙江省	黑龙江	2009A	1460
黑龙江省_2009B	黑龙江省	黑龙江	2009B	3231
黑龙江省_2009C	黑龙江省	黑龙江	2009C	4955
黑龙江省_2009D	黑龙江省	黑龙江	2009D	8288
黑龙江省_2010A	黑龙江省	黑龙江	2010A	1860
黑龙江省_2010B	黑龙江省	黑龙江	2010B	4202
黑龙江省_2010C	黑龙江省	黑龙江	2010C	6450.46
黑龙江省_2010D	黑龙江省	黑龙江	2010D	10235
黑龙江省_2011A	黑龙江省	黑龙江	2011A	2180
黑龙江省_2011B	黑龙江省	黑龙江	2011B	5067
黑龙江省_2011C	黑龙江省	黑龙江	2011C	7836.27
黑龙江省_2011D	黑龙江省	黑龙江	2011D	12503.83
黑龙江省_2012A	黑龙江省	黑龙江	2012A	2461.3
黑龙江省_2012B	黑龙江省	黑龙江	2012B	5416.69
黑龙江省_2012C	黑龙江省	黑龙江	2012C	8391.78
黑龙江省_2012D	黑龙江省	黑龙江	2012D	13691.57
黑龙江省_2013A	黑龙江省	黑龙江	2013A	2608.67
黑龙江省_2013B	黑龙江省	黑龙江	2013B	5545.1
黑龙江省_2013C	黑龙江省	黑龙江	2013C	8748.81
黑龙江省_2013D	黑龙江省	黑龙江	2013D	14382.9
黑龙江省_2014A	黑龙江省	黑龙江	2014A	2644.96
黑龙江省_2014B	黑龙江省	黑龙江	2014B	5672.27
黑龙江省_2014C	黑龙江省	黑龙江	2014C	8987.03
黑龙江省_2014D	黑龙江省	黑龙江	2014D	15039.38
黑龙江省_2015A	黑龙江省	黑龙江	2015A	2561.01
黑龙江省_2015B	黑龙江省	黑龙江	2015B	5435.25
黑龙江省_2015C	黑龙江省	黑龙江	2015C	8790.9
黑龙江省_2015D	黑龙江省	黑龙江	2015D	15083.67
黑龙江省_2016A	黑龙江省	黑龙江	2016A	2601.71
黑龙江省_2016B	黑龙江省	黑龙江	2016B	5630.29
黑龙江省_2016C	黑龙江省	黑龙江	2016C	9231.56
黑龙江省_2016D	黑龙江省	黑龙江	2016D	15386.09
黑龙江省_2017A	黑龙江省	黑龙江	2017A	2797.95
黑龙江省_2017B	黑龙江省	黑龙江	2017B	6108.01
黑龙江省_2017C	黑龙江省	黑龙江	2017C	9901.81
黑龙江省_2017D	黑龙江省	黑龙江	2017D	16199.88
黑龙江省_2018A	黑龙江省	黑龙江	2018A	3067.19
黑龙江省_2018B	黑龙江省	黑龙江	2018B	6240.62
黑龙江省_2018C	黑龙江省	黑龙江	2018C	9859.52
湖北省_2005A	湖北省	湖北	2005A	1557.2
湖北省_2005B	湖北省	湖北	2005B	3195.59
湖北省_2005C	湖北省	湖北	2005C	5031.86
湖北省_2005D	湖北省	湖北	2005D	6484.5
湖北省_2006A	湖北省	湖北	2006A	1533.66
湖北省_2006B	湖北省	湖北	2006B	3288.34
湖北省_2006C	湖北省	湖北	2006C	5168.05
湖北省_2006D	湖北省	湖北	2006D	7497.17
湖北省_2007A	湖北省	湖北	2007A	1738.46
湖北省_2007B	湖北省	湖北	2007B	3953.61
湖北省_2007C	湖北省	湖北	2007C	6272.22
湖北省_2007D	湖北省	湖北	2007D	9150.01
湖北省_2008A	湖北省	湖北	2008A	2157.72
湖北省_2008B	湖北省	湖北	2008B	4971.92
湖北省_2008C	湖北省	湖北	2008C	7913.49
湖北省_2008D	湖北省	湖北	2008D	11330.38
湖北省_2009A	湖北省	湖北	2009A	2423.15
湖北省_2009B	湖北省	湖北	2009B	5378.05
湖北省_2009C	湖北省	湖北	2009C	8656.84
湖北省_2009D	湖北省	湖北	2009D	12831.52
湖北省_2010A	湖北省	湖北	2010A	2934.37
湖北省_2010B	湖北省	湖北	2010B	6896.65
湖北省_2010C	湖北省	湖北	2010C	11093.96
湖北省_2010D	湖北省	湖北	2010D	15806.09
湖北省_2011A	湖北省	湖北	2011A	3592.36
湖北省_2011B	湖北省	湖北	2011B	8571.47
湖北省_2011C	湖北省	湖北	2011C	13578.42
湖北省_2011D	湖北省	湖北	2011D	19594.19
湖北省_2012A	湖北省	湖北	2012A	4233.88
湖北省_2012B	湖北省	湖北	2012B	9885.4
湖北省_2012C	湖北省	湖北	2012C	15390
湖北省_2012D	湖北省	湖北	2012D	22250.16
湖北省_2013A	湖北省	湖北	2013A	4699.47
湖北省_2013B	湖北省	湖北	2013B	10949.3
湖北省_2013C	湖北省	湖北	2013C	17099.64
湖北省_2013D	湖北省	湖北	2013D	24668.5
湖北省_2014A	湖北省	湖北	2014A	5137.26
湖北省_2014B	湖北省	湖北	2014B	12061.99
湖北省_2014C	湖北省	湖北	2014C	18874.15
湖北省_2014D	湖北省	湖北	2014D	27367.04
湖北省_2015A	湖北省	湖北	2015A	5487.93
湖北省_2015B	湖北省	湖北	2015B	13104.78
湖北省_2015C	湖北省	湖北	2015C	20423.41
湖北省_2015D	湖北省	湖北	2015D	29550.19
湖北省_2016A	湖北省	湖北	2016A	6456.23
湖北省_2016B	湖北省	湖北	2016B	14114.76
湖北省_2016C	湖北省	湖北	2016C	22198.4
湖北省_2016D	湖北省	湖北	2016D	32297.91
湖北省_2017A	湖北省	湖北	2017A	7254.06
湖北省_2017B	湖北省	湖北	2017B	15871.39
湖北省_2017C	湖北省	湖北	2017C	25076.03
湖北省_2017D	湖北省	湖北	2017D	36522.95
湖北省_2018A	湖北省	湖北	2018A	8188.84
湖北省_2018B	湖北省	湖北	2018B	17958.17
湖北省_2018C	湖北省	湖北	2018C	27634.35
湖南省_2005A	湖南省	湖南	2005A	1349.57
湖南省_2005B	湖南省	湖南	2005B	2834.32
湖南省_2005C	湖南省	湖南	2005C	4496.8
湖南省_2005D	湖南省	湖南	2005D	6473.61
湖南省_2006A	湖南省	湖南	2006A	1526.93
湖南省_2006B	湖南省	湖南	2006B	3206.2
湖南省_2006C	湖南省	湖南	2006C	5150.34
湖南省_2006D	湖南省	湖南	2006D	7493.17
湖南省_2007A	湖南省	湖南	2007A	1814.43
湖南省_2007B	湖南省	湖南	2007B	3930.28
湖南省_2007C	湖南省	湖南	2007C	6191.82
湖南省_2007D	湖南省	湖南	2007D	9145
湖南省_2008A	湖南省	湖南	2008A	2170.85
湖南省_2008B	湖南省	湖南	2008B	4911.36
湖南省_2008C	湖南省	湖南	2008C	7694.8
湖南省_2008D	湖南省	湖南	2008D	11156.64
湖南省_2009A	湖南省	湖南	2009A	2409.34
湖南省_2009B	湖南省	湖南	2009B	5350.21
湖南省_2009C	湖南省	湖南	2009C	8382.07
湖南省_2009D	湖南省	湖南	2009D	12930.69
湖南省_2010A	湖南省	湖南	2010A	2956.22
湖南省_2010B	湖南省	湖南	2010B	6805.39
湖南省_2010C	湖南省	湖南	2010C	10583.27
湖南省_2010D	湖南省	湖南	2010D	15902.12
湖南省_2011A	湖南省	湖南	2011A	3646.6
湖南省_2011B	湖南省	湖南	2011B	8762.66
湖南省_2011C	湖南省	湖南	2011C	13625.29
湖南省_2011D	湖南省	湖南	2011D	19635.19
湖南省_2012A	湖南省	湖南	2012A	4218.98
湖南省_2012B	湖南省	湖南	2012B	9909.42
湖南省_2012C	湖南省	湖南	2012C	15339.15
湖南省_2012D	湖南省	湖南	2012D	22154.23
湖南省_2013A	湖南省	湖南	2013A	4658.82
湖南省_2013B	湖南省	湖南	2013B	10921.81
湖南省_2013C	湖南省	湖南	2013C	16913.58
湖南省_2013D	湖南省	湖南	2013D	24501.7
湖南省_2014A	湖南省	湖南	2014A	5042.72
湖南省_2014B	湖南省	湖南	2014B	11975.1
湖南省_2014C	湖南省	湖南	2014C	18531.24
湖南省_2014D	湖南省	湖南	2014D	27048.46
湖南省_2015A	湖南省	湖南	2015A	5392.25
湖南省_2015B	湖南省	湖南	2015B	12800.44
湖南省_2015C	湖南省	湖南	2015C	20250.5
湖南省_2015D	湖南省	湖南	2015D	29047.21
湖南省_2016A	湖南省	湖南	2016A	6318.99
湖南省_2016B	湖南省	湖南	2016B	13613.48
湖南省_2016C	湖南省	湖南	2016C	21771.08
湖南省_2016D	湖南省	湖南	2016D	31244.68
湖南省_2017A	湖南省	湖南	2017A	7051.11
湖南省_2017B	湖南省	湖南	2017B	15275.51
湖南省_2017C	湖南省	湖南	2017C	24492.29
湖南省_2017D	湖南省	湖南	2017D	34590.56
湖南省_2018A	湖南省	湖南	2018A	7777.65
湖南省_2018B	湖南省	湖南	2018B	16405
湖南省_2018C	湖南省	湖南	2018C	25321.58
吉林省_2005A	吉林省	吉林	2005A	572.3
吉林省_2005B	吉林省	吉林	2005B	1229.68
吉林省_2005C	吉林省	吉林	2005C	2014.63
吉林省_2005D	吉林省	吉林	2005D	3614.92
吉林省_2006A	吉林省	吉林	2006A	713.2
吉林省_2006B	吉林省	吉林	2006B	1550.64
吉林省_2006C	吉林省	吉林	2006C	2562.31
吉林省_2006D	吉林省	吉林	2006D	4249.23
吉林省_2007A	吉林省	吉林	2007A	854.91
吉林省_2007B	吉林省	吉林	2007B	1881.01
吉林省_2007C	吉林省	吉林	2007C	3139.91
吉林省_2007D	吉林省	吉林	2007D	5226.08
吉林省_2008A	吉林省	吉林	2008A	1064.34
吉林省_2008B	吉林省	吉林	2008B	2384.09
吉林省_2008C	吉林省	吉林	2008C	4008.48
吉林省_2008D	吉林省	吉林	2008D	6424.06
吉林省_2009A	吉林省	吉林	2009A	1155.21
吉林省_2009B	吉林省	吉林	2009B	2572.32
吉林省_2009C	吉林省	吉林	2009C	4347.45
吉林省_2009D	吉林省	吉林	2009D	7203.18
吉林省_2010A	吉林省	吉林	2010A	1443.59
吉林省_2010B	吉林省	吉林	2010B	3180.1
吉林省_2010C	吉林省	吉林	2010C	5281.59
吉林省_2010D	吉林省	吉林	2010D	8577.06
吉林省_2011A	吉林省	吉林	2011A	1707.97
吉林省_2011B	吉林省	吉林	2011B	3890.44
吉林省_2011C	吉林省	吉林	2011C	6526.69
吉林省_2011D	吉林省	吉林	2011D	10530.71
吉林省_2012A	吉林省	吉林	2012A	1972.46
吉林省_2012B	吉林省	吉林	2012B	4437.97
吉林省_2012C	吉林省	吉林	2012C	7382.56
吉林省_2012D	吉林省	吉林	2012D	11937.82
吉林省_2013A	吉林省	吉林	2013A	2166.02
吉林省_2013B	吉林省	吉林	2013B	4808.01
吉林省_2013C	吉林省	吉林	2013C	8014.61
吉林省_2013D	吉林省	吉林	2013D	12981.5
吉林省_2014A	吉林省	吉林	2014A	2305.1
吉林省_2014B	吉林省	吉林	2014B	5141.7
吉林省_2014C	吉林省	吉林	2014C	8449.09
吉林省_2014D	吉林省	吉林	2014D	13803.81
吉林省_2015A	吉林省	吉林	2015A	2391.06
吉林省_2015B	吉林省	吉林	2015B	5370.21
吉林省_2015C	吉林省	吉林	2015C	8896.9
吉林省_2015D	吉林省	吉林	2015D	14274.11
吉林省_2016A	吉林省	吉林	2016A	2484.68
吉林省_2016B	吉林省	吉林	2016B	5604.85
吉林省_2016C	吉林省	吉林	2016C	9298.11
吉林省_2016D	吉林省	吉林	2016D	14886.23
吉林省_2017A	吉林省	吉林	2017A	2683.43
吉林省_2017B	吉林省	吉林	2017B	6124.22
吉林省_2017C	吉林省	吉林	2017C	9970.58
吉林省_2017D	吉林省	吉林	2017D	15288.94
吉林省_2018A	吉林省	吉林	2018A	2659.29
吉林省_2018B	吉林省	吉林	2018B	6299.07
吉林省_2018C	吉林省	吉林	2018C	9957.68
江苏省_2005A	江苏省	江苏	2005A	3556.56
江苏省_2005B	江苏省	江苏	2005B	8212.85
江苏省_2005C	江苏省	江苏	2005C	12471.35
江苏省_2005D	江苏省	江苏	2005D	18272.12
江苏省_2006A	江苏省	江苏	2006A	4290.86
江苏省_2006B	江苏省	江苏	2006B	9871.22
江苏省_2006C	江苏省	江苏	2006C	15013.45
江苏省_2006D	江苏省	江苏	2006D	21548.36
江苏省_2007A	江苏省	江苏	2007A	5054.5
江苏省_2007B	江苏省	江苏	2007B	11752.1
江苏省_2007C	江苏省	江苏	2007C	18010.36
江苏省_2007D	江苏省	江苏	2007D	25560.1
江苏省_2008A	江苏省	江苏	2008A	6116.83
江苏省_2008B	江苏省	江苏	2008B	14239.82
江苏省_2008C	江苏省	江苏	2008C	21840.63
江苏省_2008D	江苏省	江苏	2008D	30312.61
江苏省_2009A	江苏省	江苏	2009A	6653.17
江苏省_2009B	江苏省	江苏	2009B	15530.49
江苏省_2009C	江苏省	江苏	2009C	23915.19
江苏省_2009D	江苏省	江苏	2009D	34061.19
江苏省_2010A	江苏省	江苏	2010A	8203.53
江苏省_2010B	江苏省	江苏	2010B	19114.1
江苏省_2010C	江苏省	江苏	2010C	29351.53
江苏省_2010D	江苏省	江苏	2010D	40903.34
江苏省_2011A	江苏省	江苏	2011A	9902.13
江苏省_2011B	江苏省	江苏	2011B	22918.26
江苏省_2011C	江苏省	江苏	2011C	35113.06
江苏省_2011D	江苏省	江苏	2011D	48604.26
江苏省_2012A	江苏省	江苏	2012A	10881.46
江苏省_2012B	江苏省	江苏	2012B	25382.81
江苏省_2012C	江苏省	江苏	2012C	38796.36
江苏省_2012D	江苏省	江苏	2012D	54058.22
江苏省_2013A	江苏省	江苏	2013A	11881.25
江苏省_2013B	江苏省	江苏	2013B	27603.98
江苏省_2013C	江苏省	江苏	2013C	41934.3
江苏省_2013D	江苏省	江苏	2013D	59161.8
江苏省_2014A	江苏省	江苏	2014A	12892.85
江苏省_2014B	江苏省	江苏	2014B	30115
江苏省_2014C	江苏省	江苏	2014C	45642.77
江苏省_2014D	江苏省	江苏	2014D	65088.32
江苏省_2015A	江苏省	江苏	2015A	14620.67
江苏省_2015B	江苏省	江苏	2015B	33926.9
江苏省_2015C	江苏省	江苏	2015C	51202.37
江苏省_2015D	江苏省	江苏	2015D	70116.38
江苏省_2016A	江苏省	江苏	2016A	16509.04
江苏省_2016B	江苏省	江苏	2016B	36531.73
江苏省_2016C	江苏省	江苏	2016C	55281.46
江苏省_2016D	江苏省	江苏	2016D	76086.17
江苏省_2017A	江苏省	江苏	2017A	18822.6
江苏省_2017B	江苏省	江苏	2017B	40821.22
江苏省_2017C	江苏省	江苏	2017C	62604.46
江苏省_2017D	江苏省	江苏	2017D	85900.94
江苏省_2018A	江苏省	江苏	2018A	21093.31
江苏省_2018B	江苏省	江苏	2018B	44863.52
江苏省_2018C	江苏省	江苏	2018C	67039.28
江西省_2005A	江西省	江西	2005A	743.13
江西省_2005B	江西省	江西	2005B	1560.74
江西省_2005C	江西省	江西	2005C	2589.29
江西省_2005D	江西省	江西	2005D	4056.16
江西省_2006A	江西省	江西	2006A	863.94
江西省_2006B	江西省	江西	2006B	1839.83
江西省_2006C	江西省	江西	2006C	3049.78
江西省_2006D	江西省	江西	2006D	4618.77
江西省_2007A	江西省	江西	2007A	993.33
江西省_2007B	江西省	江西	2007B	2244.26
江西省_2007C	江西省	江西	2007C	3700.72
江西省_2007D	江西省	江西	2007D	5469.25
江西省_2008A	江西省	江西	2008A	1212.59
江西省_2008B	江西省	江西	2008B	2779.45
江西省_2008C	江西省	江西	2008C	4560.94
江西省_2008D	江西省	江西	2008D	6480.33
江西省_2009A	江西省	江西	2009A	1281.12
江西省_2009B	江西省	江西	2009B	2907.81
江西省_2009C	江西省	江西	2009C	4800.88
江西省_2009D	江西省	江西	2009D	7589.22
江西省_2010A	江西省	江西	2010A	1754.67
江西省_2010B	江西省	江西	2010B	4001.19
江西省_2010C	江西省	江西	2010C	6533.19
江西省_2010D	江西省	江西	2010D	9435.01
江西省_2011A	江西省	江西	2011A	2160.68
江西省_2011B	江西省	江西	2011B	4932.26
江西省_2011C	江西省	江西	2011C	8086.75
江西省_2011D	江西省	江西	2011D	11583.8
江西省_2012A	江西省	江西	2012A	2455.54
江西省_2012B	江西省	江西	2012B	5403.63
江西省_2012C	江西省	江西	2012C	9004.19
江西省_2012D	江西省	江西	2012D	12948.48
江西省_2013A	江西省	江西	2013A	2712.28
江西省_2013B	江西省	江西	2013B	5901.63
江西省_2013C	江西省	江西	2013C	9874.28
江西省_2013D	江西省	江西	2013D	14338.5
江西省_2014A	江西省	江西	2014A	2948.38
江西省_2014B	江西省	江西	2014B	6464.95
江西省_2014C	江西省	江西	2014C	10797.91
江西省_2014D	江西省	江西	2014D	15708.59
江西省_2015A	江西省	江西	2015A	3406.16
江西省_2015B	江西省	江西	2015B	7203.46
江西省_2015C	江西省	江西	2015C	11568.57
江西省_2015D	江西省	江西	2015D	16723.78
江西省_2016A	江西省	江西	2016A	3766.91
江西省_2016B	江西省	江西	2016B	7827.37
江西省_2016C	江西省	江西	2016C	12587.3
江西省_2016D	江西省	江西	2016D	18364.41
江西省_2017A	江西省	江西	2017A	4318.62
江西省_2017B	江西省	江西	2017B	8961.19
江西省_2017C	江西省	江西	2017C	14725.07
江西省_2017D	江西省	江西	2017D	20818.5
江西省_2018A	江西省	江西	2018A	5048.28
江西省_2018B	江西省	江西	2018B	10124.53
江西省_2018C	江西省	江西	2018C	15592.53
辽宁省_2005A	辽宁省	辽宁	2005A	1507.52
辽宁省_2005B	辽宁省	辽宁	2005B	3247.5
辽宁省_2005C	辽宁省	辽宁	2005C	5211.55
辽宁省_2005D	辽宁省	辽宁	2005D	8005.01
辽宁省_2006A	辽宁省	辽宁	2006A	1714.09
辽宁省_2006B	辽宁省	辽宁	2006B	3672.06
辽宁省_2006C	辽宁省	辽宁	2006C	5840.99
辽宁省_2006D	辽宁省	辽宁	2006D	9257.05
辽宁省_2007A	辽宁省	辽宁	2007A	2016.53
辽宁省_2007B	辽宁省	辽宁	2007B	4419.92
辽宁省_2007C	辽宁省	辽宁	2007C	7029.03
辽宁省_2007D	辽宁省	辽宁	2007D	11021.73
辽宁省_2008A	辽宁省	辽宁	2008A	2488.92
辽宁省_2008B	辽宁省	辽宁	2008B	5578.05
辽宁省_2008C	辽宁省	辽宁	2008C	8814.68
辽宁省_2008D	辽宁省	辽宁	2008D	13461.57
辽宁省_2009A	辽宁省	辽宁	2009A	2642.23
辽宁省_2009B	辽宁省	辽宁	2009B	5920.62
辽宁省_2009C	辽宁省	辽宁	2009C	9472.96
辽宁省_2009D	辽宁省	辽宁	2009D	15065.57
辽宁省_2010A	辽宁省	辽宁	2010A	3554.91
辽宁省_2010B	辽宁省	辽宁	2010B	8205.52
辽宁省_2010C	辽宁省	辽宁	2010C	13055.94
辽宁省_2010D	辽宁省	辽宁	2010D	18278.29
辽宁省_2011A	辽宁省	辽宁	2011A	4246.19
辽宁省_2011B	辽宁省	辽宁	2011B	9948.45
辽宁省_2011C	辽宁省	辽宁	2011C	15709.16
辽宁省_2011D	辽宁省	辽宁	2011D	22025.92
辽宁省_2012A	辽宁省	辽宁	2012A	4811.74
辽宁省_2012B	辽宁省	辽宁	2012B	11228.08
辽宁省_2012C	辽宁省	辽宁	2012C	17643.69
辽宁省_2012D	辽宁省	辽宁	2012D	24801.3
辽宁省_2013A	辽宁省	辽宁	2013A	5296.16
辽宁省_2013B	辽宁省	辽宁	2013B	12334.73
辽宁省_2013C	辽宁省	辽宁	2013C	19263.93
辽宁省_2013D	辽宁省	辽宁	2013D	27077.7
辽宁省_2014A	辽宁省	辽宁	2014A	5663.64
辽宁省_2014B	辽宁省	辽宁	2014B	13207.48
辽宁省_2014C	辽宁省	辽宁	2014C	20361.68
辽宁省_2014D	辽宁省	辽宁	2014D	28626.58
辽宁省_2015A	辽宁省	辽宁	2015A	5719.1
辽宁省_2015B	辽宁省	辽宁	2015B	13004.97
辽宁省_2015C	辽宁省	辽宁	2015C	20404.6
辽宁省_2015D	辽宁省	辽宁	2015D	28743.39
辽宁省_2016A	辽宁省	辽宁	2016A	5647.1
辽宁省_2016B	辽宁省	辽宁	2016B	12812.57
辽宁省_2016C	辽宁省	辽宁	2016C	19952.81
辽宁省_2016D	辽宁省	辽宁	2016D	22037.88
辽宁省_2017A	辽宁省	辽宁	2017A	4574.72
辽宁省_2017B	辽宁省	辽宁	2017B	10296.82
辽宁省_2017C	辽宁省	辽宁	2017C	16639.4
辽宁省_2017D	辽宁省	辽宁	2017D	23942
辽宁省_2018A	辽宁省	辽宁	2018A	5125.03
辽宁省_2018B	辽宁省	辽宁	2018B	11383.28
辽宁省_2018C	辽宁省	辽宁	2018C	18012.38
内蒙古自治区_2005A	内蒙古自治区	内蒙古	2005A	535.66
内蒙古自治区_2005B	内蒙古自治区	内蒙古	2005B	1187.39
内蒙古自治区_2005C	内蒙古自治区	内蒙古	2005C	2093.12
内蒙古自治区_2005D	内蒙古自治区	内蒙古	2005D	3822.77
内蒙古自治区_2006A	内蒙古自治区	内蒙古	2006A	785.93
内蒙古自治区_2006B	内蒙古自治区	内蒙古	2006B	1776.08
内蒙古自治区_2006C	内蒙古自治区	内蒙古	2006C	2979.52
内蒙古自治区_2006D	内蒙古自治区	内蒙古	2006D	4790
内蒙古自治区_2007A	内蒙古自治区	内蒙古	2007A	967.91
内蒙古自治区_2007B	内蒙古自治区	内蒙古	2007B	2320.71
内蒙古自治区_2007C	内蒙古自治区	内蒙古	2007C	3852.19
内蒙古自治区_2007D	内蒙古自治区	内蒙古	2007D	6018.81
内蒙古自治区_2008A	内蒙古自治区	内蒙古	2008A	1269.76
内蒙古自治区_2008B	内蒙古自治区	内蒙古	2008B	3069.3
内蒙古自治区_2008C	内蒙古自治区	内蒙古	2008C	5169.35
内蒙古自治区_2008D	内蒙古自治区	内蒙古	2008D	7761.8
内蒙古自治区_2009A	内蒙古自治区	内蒙古	2009A	1471.07
内蒙古自治区_2009B	内蒙古自治区	内蒙古	2009B	3512.84
内蒙古自治区_2009C	内蒙古自治区	内蒙古	2009C	5895.51
内蒙古自治区_2009D	内蒙古自治区	内蒙古	2009D	9725.78
内蒙古自治区_2010A	内蒙古自治区	内蒙古	2010A	1981.72
内蒙古自治区_2010B	内蒙古自治区	内蒙古	2010B	4690.29
内蒙古自治区_2010C	内蒙古自治区	内蒙古	2010C	7759.11
内蒙古自治区_2010D	内蒙古自治区	内蒙古	2010D	11655
内蒙古自治区_2011A	内蒙古自治区	内蒙古	2011A	2391.71
内蒙古自治区_2011B	内蒙古自治区	内蒙古	2011B	5804.83
内蒙古自治区_2011C	内蒙古自治区	内蒙古	2011C	9571.89
内蒙古自治区_2011D	内蒙古自治区	内蒙古	2011D	14246.11
内蒙古自治区_2012A	内蒙古自治区	内蒙古	2012A	2704.34
内蒙古自治区_2012B	内蒙古自治区	内蒙古	2012B	6673.15
内蒙古自治区_2012C	内蒙古自治区	内蒙古	2012C	10803.26
内蒙古自治区_2012D	内蒙古自治区	内蒙古	2012D	15988.34
内蒙古自治区_2013A	内蒙古自治区	内蒙古	2013A	2943.92
内蒙古自治区_2013B	内蒙古自治区	内蒙古	2013B	7087.55
内蒙古自治区_2013C	内蒙古自治区	内蒙古	2013C	11338
内蒙古自治区_2013D	内蒙古自治区	内蒙古	2013D	16832.4
内蒙古自治区_2014A	内蒙古自治区	内蒙古	2014A	3161.38
内蒙古自治区_2014B	内蒙古自治区	内蒙古	2014B	7338.66
内蒙古自治区_2014C	内蒙古自治区	内蒙古	2014C	11709.03
内蒙古自治区_2014D	内蒙古自治区	内蒙古	2014D	17769.51
内蒙古自治区_2015A	内蒙古自治区	内蒙古	2015A	3274.5
内蒙古自治区_2015B	内蒙古自治区	内蒙古	2015B	7424.9
内蒙古自治区_2015C	内蒙古自治区	内蒙古	2015C	12092.76
内蒙古自治区_2015D	内蒙古自治区	内蒙古	2015D	18032.79
内蒙古自治区_2016A	内蒙古自治区	内蒙古	2016A	3495.54
内蒙古自治区_2016B	内蒙古自治区	内蒙古	2016B	7579.98
内蒙古自治区_2016C	内蒙古自治区	内蒙古	2016C	12690.14
内蒙古自治区_2016D	内蒙古自治区	内蒙古	2016D	18632.57
内蒙古自治区_2017A	内蒙古自治区	内蒙古	2017A	3742.2
内蒙古自治区_2017B	内蒙古自治区	内蒙古	2017B	8465.71
内蒙古自治区_2017C	内蒙古自治区	内蒙古	2017C	13740.21
内蒙古自治区_2017D	内蒙古自治区	内蒙古	2017D	16103.17
内蒙古自治区_2018A	内蒙古自治区	内蒙古	2018A	3290.47
内蒙古自治区_2018B	内蒙古自治区	内蒙古	2018B	7776.67
内蒙古自治区_2018C	内蒙古自治区	内蒙古	2018C	12309.17
宁夏回族自治区_2005A	宁夏回族自治区	宁夏	2005A	97.05
宁夏回族自治区_2005B	宁夏回族自治区	宁夏	2005B	210.97
宁夏回族自治区_2005C	宁夏回族自治区	宁夏	2005C	368.69
宁夏回族自治区_2005D	宁夏回族自治区	宁夏	2005D	599.4
宁夏回族自治区_2006A	宁夏回族自治区	宁夏	2006A	131.39
宁夏回族自治区_2006B	宁夏回族自治区	宁夏	2006B	287.86
宁夏回族自治区_2006C	宁夏回族自治区	宁夏	2006C	492.41
宁夏回族自治区_2006D	宁夏回族自治区	宁夏	2006D	706.98
宁夏回族自治区_2007A	宁夏回族自治区	宁夏	2007A	151.42
宁夏回族自治区_2007B	宁夏回族自治区	宁夏	2007B	336.57
宁夏回族自治区_2007C	宁夏回族自治区	宁夏	2007C	574.63
宁夏回族自治区_2007D	宁夏回族自治区	宁夏	2007D	834.16
宁夏回族自治区_2008A	宁夏回族自治区	宁夏	2008A	186.58
宁夏回族自治区_2008B	宁夏回族自治区	宁夏	2008B	446.99
宁夏回族自治区_2008C	宁夏回族自治区	宁夏	2008C	761.23
宁夏回族自治区_2008D	宁夏回族自治区	宁夏	2008D	1098.51
宁夏回族自治区_2009A	宁夏回族自治区	宁夏	2009A	204.53
宁夏回族自治区_2009B	宁夏回族自治区	宁夏	2009B	475.77
宁夏回族自治区_2009C	宁夏回族自治区	宁夏	2009C	835.55
宁夏回族自治区_2009D	宁夏回族自治区	宁夏	2009D	1334.56
宁夏回族自治区_2010A	宁夏回族自治区	宁夏	2010A	281.97
宁夏回族自治区_2010B	宁夏回族自治区	宁夏	2010B	655.99
宁夏回族自治区_2010C	宁夏回族自治区	宁夏	2010C	1158.3
